signal_date,code,announcement_summary,event_summary
2026-05-13,002713,*ST东易:五矿证券有限公司关于北京华著科技有限公司收购东易日盛家居装饰集团股份有限公司之2026年第一季度持续督导意见,保荐/核查意见 | *ST东易:五矿证券有限公司关于北京华著科技有限公司收购东易日盛家居装饰集团股份有限公司之2026年第一季度持续督导意见
2026-05-13,002718,友邦吊顶:002718友邦吊顶投资者关系管理信息20260513,调研活动 | 友邦吊顶:002718友邦吊顶投资者关系管理信息20260513
2026-05-13,002721,金一文化:投资者关系活动记录表 | 金一文化:北京德恒律师事务所关于北京金一文化发展股份有限公司2025年度股东会的法律意见 | 金一文化:2025年度股东会决议公告,调研活动 | 法律意见书 | 分配方案决议公告 | 金一文化:投资者关系活动记录表 | 金一文化:北京德恒律师事务所关于北京金一文化发展股份有限公司2025年度股东会的法律意见 | 金一文化:2025年度股东会决议公告
2026-05-13,002722,物产金轮:2025年年度股东会决议公告 | 物产金轮:北京海润天睿律师事务所关于物产中大金轮蓝海股份有限公司2025年年度股东会的法律意见书,分配方案决议公告 | 法律意见书 | 物产金轮:2025年年度股东会决议公告 | 物产金轮:北京海润天睿律师事务所关于物产中大金轮蓝海股份有限公司2025年年度股东会的法律意见书
2026-05-13,002723,小崧股份:关于召开2025年度网上业绩说明会的公告,其他 | 小崧股份:关于召开2025年度网上业绩说明会的公告
2026-05-13,002725,跃岭股份:002725跃岭股份投资者关系管理信息20260513,调研活动 | 跃岭股份:002725跃岭股份投资者关系管理信息20260513
2026-05-13,002735,王子新材:关于控股子公司部分自有资金及募集资金被冻结的公告,其他 | 王子新材:关于控股子公司部分自有资金及募集资金被冻结的公告
2026-05-13,002737,葵花药业:002737葵花药业投资者关系管理信息20260513,调研活动 | 葵花药业:002737葵花药业投资者关系管理信息20260513
2026-05-13,002745,木林森:关于举行2025年度网上业绩说明会的公告,其他 | 木林森:关于举行2025年度网上业绩说明会的公告
2026-05-13,002748,世龙实业:2026年5月13日投资者关系活动记录表,调研活动 | 世龙实业:2026年5月13日投资者关系活动记录表
2026-05-13,002753,永东股份:002753永东股份投资者关系管理信息20260513,调研活动 | 永东股份:002753永东股份投资者关系管理信息20260513
2026-05-13,002758,浙农股份:关于举行2025年度网上业绩说明会的公告,其他 | 浙农股份:关于举行2025年度网上业绩说明会的公告
2026-05-13,002761,浙江建投:中国国际金融股份有限公司关于浙江省建设投资集团股份有限公司终止评级的临时受托管理事务报告 | 浙江建投:002761浙江建投投资者关系管理信息20260513 | 浙江建投:独立董事提名人声明与承诺,其他 | 调研活动 | 独立董事提名人声明 | 浙江建投:中国国际金融股份有限公司关于浙江省建设投资集团股份有限公司终止评级的临时受托管理事务报告 | 浙江建投:002761浙江建投投资者关系管理信息20260513 | 浙江建投:独立董事提名人声明与承诺
2026-05-13,002767,先锋电子:关于控股股东减持股份的预披露公告,股东/实际控制人股份减持 | 先锋电子:关于控股股东减持股份的预披露公告
2026-05-13,002772,众兴菌业:投资者关系活动记录表,调研活动 | 众兴菌业:投资者关系活动记录表
2026-05-13,002775,文科股份:关于中标项目签署合同暨关联交易的进展公告 | 文科股份:关于重大诉讼进展的公告,重大合同 | 诉讼仲裁 | 文科股份:关于中标项目签署合同暨关联交易的进展公告 | 文科股份:关于重大诉讼进展的公告
2026-05-13,002777,久远银海:关于公司控股股东、实际控制人拟将发生变更的提示性公告 | 久远银海:关于取得专利证书的公告,股东/实际控制人变更 | 获得认证 | 久远银海:关于公司控股股东、实际控制人拟将发生变更的提示性公告 | 久远银海:关于取得专利证书的公告
2026-05-13,002778,中晟高科:华福证券股份有限公司关于江苏中晟高科环境股份有限公司详式权益变动报告书之2025年度及2026年第一季度持续督导意见,保荐/核查意见 | 中晟高科:华福证券股份有限公司关于江苏中晟高科环境股份有限公司详式权益变动报告书之2025年度及2026年第一季度持续督导意见
2026-05-13,002779,中坚科技:002779中坚科技投资者关系管理信息20260513,调研活动 | 中坚科技:002779中坚科技投资者关系管理信息20260513
2026-05-13,002788,鹭燕医药:2025年度股东会法律意见书 | 鹭燕医药:2025年年度股东会决议公告,法律意见书 | 分配方案决议公告 | 鹭燕医药:2025年度股东会法律意见书 | 鹭燕医药:2025年年度股东会决议公告
2026-05-13,002793,罗欣药业:关于参加2026年山东辖区上市公司投资者网上集体接待日活动暨2025年度网上业绩说明会的公告,调研活动 | 罗欣药业:关于参加2026年山东辖区上市公司投资者网上集体接待日活动暨2025年度网上业绩说明会的公告
2026-05-13,002795,永和智控:2025年年度股东会决议公告 | 永和智控:第六届董事会第一次会议决议公告 | 永和智控:关于董事会完成换届选举及聘任高级管理人员、证券事务代表、内部审计机构负责人的公告,分配方案决议公告 | 高管人员任职变动 | 审计机构变更 | 永和智控:2025年年度股东会决议公告 | 永和智控:第六届董事会第一次会议决议公告 | 永和智控:关于董事会完成换届选举及聘任高级管理人员、证券事务代表、内部审计机构负责人的公告
2026-05-13,002799,环球印务:关于参加2026年陕西辖区上市公司投资者集体接待日暨2025年度业绩说明会的公告,调研活动 | 环球印务:关于参加2026年陕西辖区上市公司投资者集体接待日暨2025年度业绩说明会的公告
2026-05-13,002801,微光股份:2025年度权益分派实施公告,分配方案实施 | 微光股份:2025年度权益分派实施公告
2026-05-13,002802,洪汇新材:第六届董事会第八次会议决议公告 | 洪汇新材:关于第一期员工持股计划处置完毕暨提前终止的公告,董事会决议公告 | 员工持股计划 | 洪汇新材:第六届董事会第八次会议决议公告 | 洪汇新材:关于第一期员工持股计划处置完毕暨提前终止的公告
2026-05-13,002805,丰元股份:关于对外担保的进展公告 | 丰元股份:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告,提供/对外担保公告 | 调研活动 | 丰元股份:关于对外担保的进展公告 | 丰元股份:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002810,山东赫达:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告,调研活动 | 山东赫达:关于参加2026年山东辖区上市公司投资者网上集体接待日活动的公告
2026-05-13,002825,纳尔股份:纳尔股份2025年年度股东会的法律意见书 | 纳尔股份:2025年年度股东会决议公告,法律意见书 | 分配方案决议公告 | 纳尔股份:纳尔股份2025年年度股东会的法律意见书 | 纳尔股份:2025年年度股东会决议公告
2026-05-13,002837,英维克:2025年度股东会决议公告 | 英维克:广东信达关于公司2025年度股东会的法律意见书,分配方案决议公告 | 法律意见书 | 英维克:2025年度股东会决议公告 | 英维克:广东信达关于公司2025年度股东会的法律意见书
2026-05-13,002840,华统股份:2026年5月13日投资者关系活动记录表 | 华统股份:招商证券股份有限公司关于浙江华统肉制品股份有限公司2025年度保荐工作报告,调研活动 | 保荐/核查意见 | 华统股份:2026年5月13日投资者关系活动记录表 | 华统股份:招商证券股份有限公司关于浙江华统肉制品股份有限公司2025年度保荐工作报告
2026-05-13,002841,视源股份:2026年限制性股票激励计划激励对象名单 | 视源股份:关于向2026年限制性股票激励计划激励对象授予限制性股票的公告 | 视源股份:北京市君合(广州)律师事务所关于广州视源电子科技股份有限公司2026年限制性股票激励计划及员工持股计划价格调整及授予相关事项的法律意见,股权激励对象名单 | 股权激励进展公告 | 法律意见书 | 视源股份:2026年限制性股票激励计划激励对象名单 | 视源股份:关于向2026年限制性股票激励计划激励对象授予限制性股票的公告 | 视源股份:北京市君合(广州)律师事务所关于广州视源电子科技股份有限公司2026年限制性股票激励计划及员工持股计划价格调整及授予相关事项的法律意见
2026-05-13,002843,泰嘉股份:关于持股5%以上股东减持计划实施完成暨减持结果的公告,股东/实际控制人股份减持 | 泰嘉股份:关于持股5%以上股东减持计划实施完成暨减持结果的公告
2026-05-13,002845,同兴达:002845同兴达投资者关系管理信息20260513,调研活动 | 同兴达:002845同兴达投资者关系管理信息20260513
2026-05-13,002846,英联股份:关于公司股东部分股份解除质押的公告,股份质押、冻结 | 英联股份:关于公司股东部分股份解除质押的公告
2026-05-13,002853,皮阿诺:关于持股5%以上股东减持股份的预披露公告,股东/实际控制人股份减持 | 皮阿诺:关于持股5%以上股东减持股份的预披露公告
2026-05-13,002858,力盛体育:关于签订募集资金三方及四方监管协议的公告,签订协议 | 力盛体育:关于签订募集资金三方及四方监管协议的公告
2026-05-13,002859,洁美科技:关于实施权益分派期间“洁美转债”暂停转股的提示性公告,其他 | 洁美科技:关于实施权益分派期间“洁美转债”暂停转股的提示性公告
2026-05-13,002860,星帅尔:2026年5月13日投资者关系活动记录表（2025年度业绩说明会）,调研活动 | 星帅尔:2026年5月13日投资者关系活动记录表（2025年度业绩说明会）
2026-05-13,002862,实丰文化:002862实丰文化投资者关系管理信息20260513,调研活动 | 实丰文化:002862实丰文化投资者关系管理信息20260513
2026-05-13,002864,盘龙药业:2026年股票期权激励计划(草案)摘要 | 盘龙药业:北京瑞强律师事务所关于陕西盘龙药业集团股份有限公司第一期员工持股计划的法律意见书 | 盘龙药业:董事会薪酬与考核委员会关于公司第一期员工持股计划及2026年股票期权激励计划相关事项的审核意见,股权激励计划摘要 | 法律意见书 | 专项说明/独立意见 | 盘龙药业:2026年股票期权激励计划(草案)摘要 | 盘龙药业:北京瑞强律师事务所关于陕西盘龙药业集团股份有限公司第一期员工持股计划的法律意见书 | 盘龙药业:董事会薪酬与考核委员会关于公司第一期员工持股计划及2026年股票期权激励计划相关事项的审核意见
